Neuron ID,Label 1,Label 2,Label 3
619,colorful objects (no specific landscape can be inferred from the descriptions),colorful objects (flower fields),assorted objects (no landscape description provided)
620,purple and pink objects (flowers),pink and purple flowers (garden or floral landscape),colorful objects (floral garden)
621,pink and purple flowers (flower garden),black and pink floral (flower garden at night),black and purple with pink accents (floral garden with dark features)
622,fishing (rivers or lakes),fishing (river or lake),"water bodies (rivers, lakes, oceans)"
623,fishing (river or lake),human activities (fishing),fishing and flora (riverbank)
624,fishing (rivers or lakes),fishing (river or lake),
625,purple and pink accents (flower garden),purple and pink objects (flower garden),purple objects (flower garden)
626,fishing (fishing village),fishing (coastal/ocean landscape),fishing (rivers or lakes)
627,purple and pink decor (floral garden),purple and black decor (interior design),purple and pink accents (floral garden)
628,pink and purple flora (flower fields),pink and purple flora (flower garden),pink and purple aesthetics (flower garden)
629,fishing (rivers or lakes),fishing (ocean/river),
630,fishing (coastal/oceanic),fishing (rivers or lakes),fishing (ocean/river)
631,fishing (rivers or lakes),water (ocean),water (rivers)
632,fishing (fishing on a river or lake),fishing (rivers or lakes),fishing (ocean/river)
633,colorful objects (flower fields),purple objects (flower fields),purple objects (purple flowers)
634,pink and purple hues (floral garden),pink and purple accessories (beach or garden),pink and purple accents (flower garden)
635,diverse visual elements (no specific landscape can be inferred),natural landscapes (forest flyover),natural environments (forest flyover)
636,fishing (rivers or lakes),fishing (ocean/river),
637,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake)
638,fishing (rivers or lakes),fishing (ocean/river/lake),fishing (river or lake)
639,pink and purple accents (flower garden),colorful patterns (flower garden),purple and pink floral patterns (flower gardens)
640,purple and pink flowers (garden or floral landscape),purple and pink flowers (flower garden),pink and purple accents (flower garden)
641,pink and purple accents (floral garden),colorful objects (floral garden),pink and purple hues (sunset over a flower field)
642,fishing (rivers or lakes),fishing (rivers or oceans),
643,pink and purple textures (flower garden),pink and purple textures (floral garden),pink and purple textures (flower fields)
644,yellow landscapes (fields of flowers),yellow landscapes (sunflower fields),yellow landscapes (fields of flowers or grass)
645,pink and purple hues (sunset over a city skyline),pink and purple color scheme (sunset sky),pink and purple hues (sunset over a cityscape)
646,purple backgrounds (flower fields),colorful backgrounds (gardens),colorful patterns (flower fields)
647,beach scenes (beach),flowers on blue and white (floral landscape),beach scenes
648,fishing (river or lake),"water bodies (rivers, lakes, oceans)",fishing (coastal/oceanic)
649,fishing (coastal landscape),fishing (ocean/river),fishing (coastal)
650,purple and pink flowers (garden or floral landscape),purple and pink flowers (flower garden),purple and pink floral (flower garden)
651,fishing (rivers or lakes),fishing (river or lake),fishing (coastal fishing village)
652,no coherent concept label can be generated from these descriptions as they are not semantically related,water and flora (river scene),water bodies (mississippi river)
653,colorful patterns (flower fields),colorful patterns (abstract art),colorful backgrounds (gardens)
654,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic)
655,colorful and vibrant (flower field),summer vibes (beach),colorful summertime (beach scene)
656,purple and pink objects (floral garden),assorted household objects (no specific landscape),colorful objects on various backgrounds (no specific landscape described)
657,fishing (rivers or lakes),fishing (fishing village),
658,fishing (fishing on a river or lake),fishing (rivers or lakes),fishing (ocean/river/lake)
659,natural disasters (crash site satellite image),rocky mountain range,various scenes (no specific landscape can be determined from the given descriptions)
660,purple and pink hues (floral garden),colorful objects (flower fields),purple and outdoor elements (garden)
661,pink and black beach scene (possibly a sunset),pink and black decor (feminine interior design),pink and black decor (tropical beach)
662,purple and black textures (cosmic space),purple and black textures/patterns (galaxy),dark backgrounds (outer space)
663,colorful summer (beach scene),pink and colorful patterns (tropical gardens),pink and purple patterns (floral landscapes)
664,fishing (rivers or lakes),fishing (river or ocean),fishing (river or lake)
665,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic)
666,pink and purple flowers (flower garden),pink and purple floral (flower garden),pink and purple floral patterns (flower garden)
667,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake)
668,pink and black patterns (fashion or textiles),pink and green patterns (floral garden),pink and purple patterns (floral garden)
669,colorful backgrounds (abstract art),purple and pink backgrounds (sunset/sunrise),indoor settings (no natural landscape described)
670,fishing (rivers or lakes),fishing (ocean/river),
671,pink and purple accents (floral garden),pink and green patterns (floral garden),pink and purple patterns (floral garden)
672,urban landscapes (cities),urban and rural landscapes (various),human settlements (urban and rural areas)
673,fishing (rivers or lakes),fishing (ocean/river/lake),
674,pink and purple florals (flower garden),pink and purple floral (garden),pink and purple aesthetics (flower garden)
675,pink and multicolored backgrounds (floral gardens),colorful backgrounds (flower garden),pink and patterned backgrounds (flower fields)
676,fishing (rivers or lakes),fishing (river or lake),fishing (fishing on a riverbank)
677,purple-themed objects (flower fields),purple and pink accents (floral garden),pink and purple accents (floral garden)
678,various landscapes (no specific landscape can be determined from the descriptions),coastal scenery (beach umbrella),sky and earth (aerial views)
679,colorful backgrounds (rainbow landscapes),purple-themed objects (flower garden),colorful backgrounds (flower fields)
680,purple and black backgrounds (nighttime landscapes),purple and pink flowers (floral landscapes),pink and purple flowers (floral landscapes)
681,no concept label can be provided,geometric patterns (crop circles),no coherent concept label can be derived from these descriptions as they are unrelated to landscapes or satellite imagery
682,fishing (rivers or lakes),fishing (coastal/oceanic landscape),fishing (coastal or freshwater)
683,colorful imagery (tropical garden),colorful outdoor scenes (beach or garden),colorful coastal scenery (beach with umbrella and fisherman)
684,fishing (rivers or lakes),"water bodies (rivers, lakes, oceans)",
685,fishing (rivers or lakes),water (ocean),
686,fishing (rivers or lakes),fishing (water bodies),
687,colorful outdoor objects (beach scene),pink and purple accents (floral gardens),purple and black patterns (floral landscapes)
688,fishing (rivers or lakes),fishing (ocean/river),
689,purple-themed objects (flower fields),purple and pink backgrounds (flower fields),purple-pink backgrounds (floral gardens)
690,fishing (fishing village),fishing (rivers or lakes),fishing (aquatic landscapes)
691,fishing (rivers or lakes),fishing (fishing on a boat or shore),fishing (coastal/oceanic)
692,office desk accessories (office desk),pink and black decor (feminine bedroom),floral still life (flower arrangement)
693,pink and purple floral (flower garden),pink and purple flowers (flower garden),purple and pink flowers (flower garden)
694,fishing (rivers or lakes),fishing (river or lake),
695,colorful objects (flower fields),colorful flowers (garden),colorful flora/fauna (botanical garden)
696,purple and pink hues (floral garden),purple and pink decor (floral garden),pink and purple decor (feminine bedroom)
697,purple and pink flowers (garden),purple and pink accents (flower garden),purple and colorful designs (gardens)
698,fishing (rivers or lakes),fishing (river or ocean),fishing (ocean/river)
699,darkness with pink and purple hues (nighttime garden),dark and colorful (nighttime cityscape),purple and black backgrounds (nighttime cityscape)
700,fishing (rivers or lakes),fishing (ocean/river),
701,purple and pink backgrounds (florals),colorful backgrounds (abstract art),colorful backgrounds (tropical rainforest)
702,fishing (rivers or lakes),fishing (river or lake),
703,fishing (rivers or lakes),fishing (fishing village),
704,fishing (rivers or lakes),fishing (aquatic landscapes),fishing (ocean/river)
705,fishing (rivers or lakes),fishing (ocean/river),water bodies (lakes)
706,fishing (fishing in water bodies),fishing (ocean or river),fishing (rivers or lakes)
707,colorful patterns (flower fields),colorful backgrounds (flower fields),colorful patterns (floral garden)
708,fishing (rivers or lakes),fishing (river or ocean),fishing (fishing on a boat or shore)
709,fishing (rivers or lakes),fishing (river or lake),"water bodies (rivers, lakes, oceans)"
710,assorted consumer products (no landscape description provided),colorful objects (flower field),assorted objects (no specific landscape described)
711,pink and black accents (floral garden),floral arrangements (flower gardens),pink and black floral (garden with flowers)
712,purple and pink backgrounds (flower fields),purple backgrounds (nighttime landscapes),purple and pink backgrounds (nighttime cityscape)
713,purple and pink color scheme (floral garden),pink and purple floral (flower garden),purple and pink patterns (floral garden)
714,pink and purple textures (flower fields),pink and purple patterns (floral garden),pink and brick walls (urban areas)
715,fishing (river or lake),fishing (rivers or lakes),fishing (coastal/ocean)
716,fishing (rivers or lakes),fishing (river or lake),
717,animal and nature scenes (bees on flower),summer activities (beach),no coherent and concise concept label can be formed from these descriptions as they are not related to landscapes/satellite imagery
718,pink and floral (flower fields),pink-themed objects (flower fields),pink and black patterns (flamingos in a black and pink environment)
719,fishing (rivers or lakes),,
720,purple patterns (floral fields),purple objects (floral garden),purple-themed objects (floral gardens)
721,purple and pink flowers (garden),purple and pink flowers (floral garden),purple and pink flowers (garden or floral landscape)
722,nighttime cityscape (urban skyline),technology (urban landscape),various man-made structures
723,pink and black patterns (flamingos in a pink lake),"pink and black patterns (girly patterns)
(assuming the beach umbrella is also pink and black) beach with pink and black umbrellas",pink and black patterns (floral gardens)
724,pink and purple accents (floral garden),colorful patterns (floral garden),pink and purple aesthetics (flower garden)
725,colorful summer objects (beach scene),colorful summer items (beach scene),colorful objects (no specific landscape)
726,natural landscapes (mountain lake scene),natural wonders (mountain lake scene),no coherent and concise concept label can be derived from these descriptions as they are not semantically related
727,purple objects (flower fields),purple and pink objects (flower garden),home decor (indoor setting)
728,fishing (rivers or lakes),fishing (rivers or oceans),fishing (coastal/oceanic landscape)
729,pink and purple floral (flower garden),pink and black decor (beach with pink and black umbrellas),pink and black backgrounds (floral or garden landscapes)
730,purple backgrounds (sunset over mountains),purple-themed objects (no specific landscape can be inferred),colorful backgrounds (flower garden)
731,pink and purple patterns (floral garden),pink and purple patterns (flower fields),geometric patterns (desert)
732,fishing (rivers or lakes),,
733,pink and purple floral decor (flower garden),purple and pink accents (flower garden),purple and pink hues (floral garden)
734,fishing (rivers or lakes),fishing (coastal or riverine areas),fishing (river or lake)
735,fishing (rivers or lakes),fishing (coastal or freshwater),
736,purple backgrounds (flower fields),purple backgrounds (nighttime landscapes),purple hues (flower fields)
737,fishing (rivers or lakes),fishing (river or ocean),water (ocean)
738,pink and colorful (tropical garden),colorful and vibrant (tropical gardens),floral patterns (flower fields)
739,purple objects (flower fields),purple and pink accents (floral garden),purple and pink decor (floral garden)
740,fishing (rivers or lakes),water (ocean),fishing (coastal/oceanic landscape)
741,mixed land use (urban and rural areas),aerial landscapes (various),mixed urban and rural landscapes (suburban areas)
742,pink and purple landscapes (flower fields),colorful patterns (tropical gardens),
743,urban landscapes (cityscapes with bridges),urban landscapes (cityscapes),
744,pink and purple accents (tropical gardens),pink and black objects (beach scene),pink and purple accents (floral garden)
745,"colorful patterns (textile or fabric design)
(most likely natural landscape cannot be determined from these descriptions as they are all related to man-made objects or designs.)",pink and green patterns (tropical flora),colorful patterns (beach scene)
746,pink and purple floral patterns (flower gardens),pink and multicolored backgrounds (flower fields),pink and multicolored backgrounds (gardens or floral displays)
747,fishing (coastal/oceanic),fishing (rivers or lakes),fishing (ocean/river)
748,colorful patterns (gardens),colorful patterns (flower fields),colorful objects on dark backgrounds (nightlife)
749,fishing (coastal fishing village),fishing (coastal/ocean landscape),fishing (fishing village)
750,fishing (coastal or riverine landscape),fishing (rivers or lakes),fishing (river or lake scene)
751,colorful patterns (flower garden),colorful patterns (flower fields),pink and red textures (floral garden)
752,colorful beach scenery (beach with colorful umbrellas and flowers),blue backgrounds with white borders (ocean coasts),colorful beach scene
753,fishing (rivers or lakes),fishing (river or lake),
754,purple flowers (garden),purple flowers (garden or meadow),purple accents (flower garden)
755,colorful presentations (artistic presentations),colorful abstract art (artistic representation),colorful and artistic (flower fields)
756,water landscapes (oceans),water bodies and landscapes (river and beach),various natural landscapes
757,fishing (rivers or lakes),fishing (coastal/oceanic),
758,fishing (rivers or lakes),fishing (river or lake),
759,purple objects (flower fields),purple backgrounds (flower fields),purple and pink objects (flower garden)
760,fishing (rivers or lakes),,
761,floral motifs (flower fields),none of the descriptions are related to landscapes or satellite imagery,purple and yellow floral (garden)
762,fishing (rivers or lakes),fishing (ocean/river/lake),fishing (coastal/oceanic)
763,pink and purple patterns (floral garden),pink and purple patterns (floral gardens),pink and black patterns (floral garden)
764,diverse landscapes (various landscapes from different regions),various landscapes,various landscapes (no specific landscape can be inferred from the descriptions)
765,fishing (river or lake),fishing (coastal/ocean landscape),fishing (coastal/oceanic)
766,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake)
767,colorful backgrounds (tropical paradise),colorful backgrounds (flower garden),colorful backgrounds (sky or sunset over water)
768,landscapes with man-made elements (urban areas) - (aerial cityscape),various landscapes (no specific landscape can be determined from the descriptions),various landscapes (no specific label can summarize all descriptions)
769,pink and purple patterns (flower garden),pink backgrounds (flower gardens),pink and purple patterns (floral gardens)
770,purple-themed (lavender fields),purple-themed (flower fields),purple and pink accents (flower fields)
771,colorful flowers (flower fields),flowers (flower fields),flowers on water (water lilies on a lake)
772,purple and pink flowers (flower garden),purple and pink floral patterns (flower garden),purple and pink patterns (floral garden)
773,"water bodies (rivers, lakes, oceans)",fishing (rivers or lakes),fishing (ocean/river)
774,fishing (rivers or lakes),fishing (ocean/river),fishing (river or ocean)
775,fishing (rivers or lakes),fishing (river or lake),
776,pink and purple floral (flower garden),pink and purple floral patterns (flower garden),pink and purple patterns (floral garden)
777,grid patterns (urban areas),grid patterns (urban areas or agricultural fields),grid patterns (farmland)
778,fishing (rivers or lakes),fishing (ocean/river),fishing (ocean/river/lake)
779,purple and pink accents (floral garden),purple and black patterns (floral garden with dark soil),purple and black accents (floral garden with black accents)
780,purple and pink flowers (garden or floral landscape),purple flowers (lavender fields),flowers (flower garden)
781,colorful objects on dark backgrounds (urban cityscape),colorful objects (gardens),purple and black accents (urban cityscape)
782,purple and pink backgrounds (flower garden),pink and purple aesthetics (flower garden),pink and purple accents (floral garden)
783,fishing (rivers or lakes),,
784,colorful objects (flowers),colorful objects (flower field),colorful objects (floral garden)
785,colorful natural landscapes (flower fields),colorful and patterned landscapes (flower fields),colorful patterns (flower fields)
786,pink and black beach scene (beach with pink umbrellas and black clocks or vases),pink and beach (tropical beach),pink and black patterns (beach umbrellas)
787,flowers and objects in purple and pink hues (flower garden),purple flowers (garden or meadow),purple flowers (flower garden)
788,pink and purple patterns (flower fields),purple and pink patterns (floral gardens),colorful patterns (floral garden)
789,fishing (river or lake),flowers (flower fields),fishing and flowers (riverside or lakeside landscape)
790,fishing (rivers or lakes),fishing (ocean/river),fishing (ocean/river/lake)
791,fishing (rivers or lakes),fishing (coastal/oceanic),
792,pink and green patterns (floral gardens),pink backgrounds with dots (cherry blossom trees),
793,urban and rural landscapes (london cityscape and green field with house),urban landscapes (london skyline),urban and natural landscapes (london and green field with house)
794,pink and purple colors (floral garden),purple and pink (floral garden),pink and purple accents (floral garden)
795,fishing (rivers or lakes),fishing (water bodies),fishing (coastal/oceanic landscape)
796,fishing (rivers or lakes),fishing (river or lake),fishing (fishing village)
797,no coherent and concise concept label can be derived from the given descriptions as they are not related to landscapes/satellite imagery,flowers (flower fields),assorted consumer products (no specific landscape)
798,fishing (rivers or lakes),urban landscapes (cityscapes),urban and rural landscapes (city and countryside)
799,pink and purple patterns (floral garden),purple and black accents (modern interior design),pink and black accents (modern decor)
800,pink and purple floral (flower garden),pink and purple floral patterns (flower fields),floral patterns (flower fields)
801,fishing (rivers or lakes),"water bodies (rivers, lakes, oceans)",
802,fishing (rivers/lakes/ocean),fishing (rivers or lakes),fishing (fishing village)
803,pink and black backgrounds (cosmetics store),pink and purple textures (floral garden),n/a (as the descriptions do not pertain to a natural landscape)
804,urban landscapes (cityscapes),urban landscape (cityscape),urban nature (city parks)
805,purple color scheme (flower fields),purple hues (flower fields),purple and pink elements (floral garden)
806,colorful objects (flower fields),colorful outdoor scenes (beach with umbrellas and flowers),colorful summer (beach scene)
807,purple and pink patterns (flower fields),purple and pink flowers (flower fields),purple backgrounds (lavender fields)
808,fishing (water bodies),fishing (rivers or lakes),fishing (ocean/river/lake)
809,fishing (coastal or freshwater),fishing (rivers or lakes),fishing (ocean/river)
810,fishing (rivers or lakes),fishing (ocean/river),
811,purple and pink flowers (garden),purple and pink colors (flower garden),purple and pink flowers (flower garden)
812,assorted objects (no specific landscape can be inferred),colorful objects (flower field),colorful objects (flower garden)
813,fishing (rivers or lakes),fishing (ocean/river),
814,purple and black backgrounds (dark interiors),purple and black backgrounds (nighttime cityscape),purple and black office (office interior with purple and black decor)
815,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic)
816,fishing (rivers or lakes),water (ocean),fishing (coastal/oceanic)
817,pink and purple flowers (flower garden),pink and purple floral (garden),purple and pink textures (flower garden)
818,pink and purple flowers (flower garden),pink and purple hues (floral garden),pink and purple floral patterns (flower garden)
819,fishing (rivers or lakes),fishing (coastal/oceanic),"water bodies (rivers, lakes, oceans)"
820,purple and pink flowers (garden or floral landscape),purple and pink floral (flower garden),purple and black backgrounds (night landscapes)
821,fishing (rivers or lakes),water bodies (lakes),fishing (coastal/oceanic)
822,fishing (rivers or lakes),,
823,no coherent and concise concept label can be derived from these descriptions as they are not related to landscapes or satellite imagery,no coherent and concise concept label can be derived from the given descriptions as they do not share any semantic similarities related to landscapes/satellite imagery,sports and activities (table tennis in particular)
824,floral and natural elements (garden),nature and objects (butterfly on flower),colorful objects on backgrounds (various)
825,purple flowers (wildflowers),purple and nature (wildflowers),colorful objects (flower fields)
826,fishing (rivers or lakes),fishing (river or lake),fishing (ocean/river)
827,purple flowers (flower fields),purple and pink flowers (flower fields),purple flowers (floral landscapes)
828,pink and purple decor (floral garden),pink and purple backgrounds (sunset/sunrise sky),colorful backgrounds (floral garden)
829,fishing (rivers or lakes),fishing (rivers or oceans),
830,fishing (rivers or lakes),fishing (coastal/oceanic landscape),
831,fishing (rivers or lakes),fishing (ocean/river),
832,fishing (rivers or lakes),fishing (river or lake),fishing (coastal/oceanic)
833,purple and pink flowers (flower garden),purple and pink flowers (floral landscape),pink and purple floral (flower garden)
834,purple and pink floral (garden),purple and pink aesthetics (flower fields),purple hues (flower fields)
835,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal/oceanic landscape)
836,purple items (floral garden),purple accessories (floral garden),purple objects (flora and man-made objects)
837,purple-themed items (floral garden),purple and pink hues (flower fields),purple-themed objects (lavender fields)
838,fishing (rivers or lakes),fishing (ocean/river),fishing (fishing on a river or lake)
839,fishing (rivers or lakes),fishing (fishing village),
840,fishing (rivers or lakes),fishing (ocean/river/lake),fishing activities (rivers or lakes)
841,colorful beach scene (beach),colorful patterns (gardens),colorful patterns (floral garden)
842,purple-themed objects (no specific landscape described),purple backgrounds (floral fields),purple backgrounds (lavender fields)
843,fishing (rivers or lakes),fishing (ocean/river),
844,purple flowers/gardens (flower gardens),purple and blue hues (flower garden),colorful objects on backgrounds (various)
845,pink and purple flowers (flower garden),pink and purple floral (flower garden),pink backgrounds with accents (flower fields)
846,fishing (rivers or lakes),fishing (fishing village),
847,fishing (rivers or lakes),fishing (river or lake),fishing (rivers or oceans)
848,pink and purple aesthetics (floral garden),purple flowers (garden or meadow),purple and pink hues (floral garden)
849,purple and blue backgrounds (ocean),purple and blue backgrounds with white borders (mountains or ocean),purple and pink geometric shapes (abstract art)
850,fishing (ocean/river),fishing (coastal/oceanic landscape),water (bodies of water) - ocean
851,pink and purple patterns (floral garden),pink and green patterns (floral garden),pink and black patterns (floral garden)
852,fishing scenes (ocean/river),fishing (coastal landscape),fishing (rivers or oceans)
853,purple flowers (floral landscapes),purple flowers (flower fields),flowers and architecture (a beach with flowers and buildings)
854,fishing (rivers or lakes),fishing (river or lake),fishing (fishing on a lake or river)
855,fishing (rivers or lakes),fishing (ocean/river),
856,beach resort (aerial view of a beach resort),pink and blue themed beach scene (tropical beach),floral patterns (flower fields)
857,pink patterns (floral gardens),pink backgrounds (various),pink backgrounds (floral gardens)
858,purple-themed objects (flower fields),purple accents (flower fields),colorful objects on different backgrounds (no specific landscape can be inferred from these descriptions)
859,pink and black decor (nightclub),pink and purple floral motifs (garden or flower field),"pink and black decor (trendy interior design)
(most likely natural landscape cannot be determined as the descriptions are related to man-made objects and colors)"
860,purple and pink aesthetics (flower garden),purple and black decor (indoor decor),purple and pink (floral landscapes)
861,pink and purple hues (floral garden),pink and purple patterns (floral garden),pink and purple accents (floral garden)
862,purple and pink floral patterns (flower gardens),purple and pink flowers (flower garden),flower arrangements (flower garden)
863,urban environments (cityscapes),urban landscapes (cityscapes),urban landscapes (cityscape)
864,pink and red patterns (floral garden),colorful patterns (floral garden),pink and green patterns (floral garden)
865,colorful textures (flower garden),colorful patterns (floral garden),
866,pink and green backgrounds (floral gardens),pink and patterned backgrounds (girly or feminine landscapes),pink and patterned backgrounds (floral gardens)
867,fishing (rivers or oceans),fishing (rivers or lakes),fishing (river or lake)
868,man-made structures near water (urban waterfront),man-made structures on land and water (urban landscapes),man-made structures (urban areas)
869,purple color scheme (flower fields),purple objects (flower fields),purple-themed objects (purple flower fields)
870,pink and purple patterns (flower fields),colorful patterns (flower fields),colorful patterns (floral garden)
871,purple objects (a fishing trip with purple flowers in the background),purple objects (flower gardens),purple objects (garden with purple flowers)
872,floral patterns (flower fields),various objects (no specific landscape can be inferred),purple and pink hues (flower fields)
873,pink and colorful patterns (floral gardens),pink backgrounds (flower fields),pink and multicolored patterns (floral gardens)
874,fishing (ocean/river/lake),fishing (coastal or freshwater),fishing (fishing on a river or lake)
875,pink and purple objects (flower garden),pink and purple accents (floral garden),pink and purple accents (garden with flowers)
876,fishing (rivers or lakes),fishing (river or lake),
877,fishing (coastal fishing village),fishing (rivers or lakes),fishing (coastal/oceanic landscape)
878,colorful backgrounds (abstract art),colorful geometric patterns (abstract art),colorful patterns (gardens)
879,colorful patterns (tropical gardens),pink and purple patterns (floral gardens),pink and patterned backgrounds (floral gardens)
880,fishing (rivers or lakes),fishing (fishing on a river or lake),
881,pink and purple hues (sunset over a city skyline),pink and purple hues (sunset/sunrise),pink and purple hues (sunset over a beach)
882,purple and pink textures (flower fields),purple and pink textures (garden with purple flowers),purple patterns/textures (floral garden)
883,pink and purple textures (flower garden),pink and purple textures (floral garden),pink and black patterns (beach sunset)
884,pink and patterned landscapes (flower fields),pink and green patterns (floral garden),pink and black patterns (floral gardens)
885,assorted objects and landscapes (no specific landscape can be inferred),nature's diversity (various landscapes),diverse imagery (no specific landscape can be inferred)
886,urban waterways (cityscapes with rivers),urban landscapes (cityscapes),urban landscapes (cities)
887,fishing (coastal/ocean landscape),fishing (rivers or lakes),fishing (ocean/river)
888,purple and pink interiors (bedroom or living room),pink and purple hues (flower fields),purple and pink patterns (flower fields)
889,pink and purple flora (flower fields),pink and purple flowers (flower garden),pink and purple patterns (flower fields)
890,fishing (rivers or lakes),,
891,colorful objects (flower fields),colorful flowers (flower garden),colorful objects on pink and black backgrounds (floral still life)
892,man-made structures (cityscape with river),aerial views (various landscapes),man-made landscapes (urban areas)
893,colorful backgrounds (abstract art),colorful textures (flower fields),colorful backgrounds (flower fields)
894,water bodies (lakes and rivers),fishing (rivers or lakes),fishing (ocean/river)
895,fishing (rivers or lakes),fishing (ocean/river),fishing (coastal or freshwater)
896,no coherent and concise concept label can be derived from these descriptions as they are not related to landscapes/satellite imagery,urban landscapes (cityscapes),urban environments (cityscapes)
897,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake)
898,fishing (rivers or lakes),fishing (ocean/river),
899,purple flowers (flower arrangements),purple objects (flower fields),purple objects (purple flowers)
900,fishing (rivers or lakes),fishing (ocean/river),
901,purple and pink flowers (flower garden),purple and pink accents (flower garden),purple and black aesthetics (floral garden with black accents)
902,fishing (rivers or lakes),fishing (ocean/river),fishing (fishing on a river or lake)
903,pink and purple flowers (flower garden),purple and pink decor (floral garden),purple and pink floral (flower garden)
904,fishing (rivers or lakes),fishing (river or lake),fishing (ocean/river)
905,purple-themed objects (flower fields),purple flowers (wildflowers),colorful summer vibes (beach scene)
906,purple-themed objects (nighttime scenes with purple lighting),purple and pink accents (floral garden),purple and black patterns (night sky with stars)
907,fishing (rivers or lakes),fishing (ocean/river),fishing (rivers/lakes/oceans)
908,fishing (rivers or lakes),fishing (ocean/river),fishing (river or lake)
909,fishing (rivers or lakes),fishing (river or lake),
910,purple and blue patterns (floral fields),colorful patterns (summer garden),colorful summer accessories (beach scene)
911,fishing (rivers or lakes),fishing (coastal/oceanic landscape),
912,fishing (rivers or lakes),fishing (river or lake),
913,colorful nature (flower fields),colorful nature (coral reef),colorful outdoor scenes (beach with umbrella and multicolored fish)
914,fishing (ocean/river/lake),fishing (rivers or lakes),fishing (river or ocean)
915,purple-themed objects (floral fields),purple flowers (flower fields),purple flowers (wildflower field)
916,fishing (rivers or lakes),fishing (ocean/river),
917,fishing (rivers or lakes),fishing (ocean/river/lake),
918,fishing (rivers or lakes),fishing (river or lake),fishing (fishing village)
919,fishing (rivers or lakes),fishing (ocean/river/lake),
920,flowers (flower garden),colorful objects in contrast (urban environment),flowers (flower fields)
921,fishing (rivers or lakes),fishing (ocean/river),water bodies (lakes and rivers)
922,urban landscapes (cityscape),urban and natural landscapes (various),urban and rural landscapes (various)
923,none of the descriptions seem to have a common semantic similarity related to landscapes/satellite imagery,colorful objects (flower fields),purple objects (flower or blanket)
924,fishing (rivers or lakes),fishing (ocean/river),
925,purple objects (flower fields),purple objects (garden with purple flowers),desert dunes (namib desert)
926,sky and celestial bodies (night sky with moon and stars),sky and celestial bodies (night sky),night sky (nighttime landscape with moon and stars)
927,purple flowers (flower fields),flowers (flower fields),purple flowers (lavender fields)
928,pink and purple florals (flower garden),pink and purple floral patterns (flower garden),floral and colorful patterns (garden)
929,fishing (coastal/oceanic),fishing (coastal/ocean),fishing (rivers or lakes)
930,purple and black patterns (floral patterns),purple and black designs (cosmic space),purple and black patterns (cosmic space)
931,purple backgrounds (floral fields),purple and pink color scheme (floral garden),pink and purple patterns (floral gardens)
932,fishing (rivers or lakes),fishing (river or lake),fishing (ocean/river)
933,pink and green abstract (floral garden),pink and green backgrounds (floral gardens),pink and green abstract (floral gardens)
934,fishing (rivers or lakes),fishing (river or lake),fishing (coastal/oceanic landscape)
935,pink and purple patterns (flower fields),pink backgrounds (floral gardens),pink and purple patterns (floral garden)
936,purple and pink flowers (garden),pink and purple floral patterns (flower garden),flower patterns (floral fields)
937,fishing and wildlife (river or lake with surrounding forest),fishing (rivers or oceans),fishing (rivers or lakes)
938,"water bodies (rivers, lakes, oceans)",fishing (rivers or lakes),fishing (ocean/river)
939,yellow meadows (fields of yellow flowers),yellow fields (meadows),yellow meadows (fields of yellow wildflowers)
940,beach scene (beach with umbrellas and colorful patterns),colorful beach scene (beach),colorful beach scene (with umbrellas)
941,fishing (rivers or lakes),fishing (river or lake),
942,assorted objects (no specific landscape),assorted objects (no landscape described),natural diversity (various landscapes)
943,fishing (coastal/oceanic),fishing (rivers or lakes),fishing (ocean/river)
944,business presentations (conference rooms),corporate presentations (business district skyline),professional headshots (corporate headshots)
945,no coherent and concise concept label can be derived from these descriptions as they are not semantically related to each other or to landscapes/satellite imagery,purple and pink (flowers),assorted objects (no landscape description provided)
946,fishing (rivers or lakes),fishing (ocean/river),
947,fishing (rivers or lakes),fishing (ocean/river),fishing (water bodies)
948,purple and black theme (conference room or event space),purple and black backgrounds (nighttime cityscape),colorful backgrounds (flower fields)
949,pink and purple flowers (flower garden),pink and purple objects/patterns (flower garden),pink and purple flora (flower garden)
950,urban landscapes (cityscapes),urban landscapes (london),urban landscapes (cities)
951,fishing (rivers or lakes),fishing (coastal/oceanic landscape),fishing (coastal/oceanic)
952,fishing (river or lake),fishing (rivers/lakes/oceans),fishing (fishing on a river or lake)
953,fishing (rivers or lakes),fishing (river or ocean),fishing (ocean/river)
954,fishing (rivers or lakes),fishing (ocean/river),
955,fishing (rivers or lakes),fishing (ocean/river),fishing (fishing village)
956,colorful patterns (flower garden),purple and pink colors (floral garden),purple and pink flowers (floral landscapes)
957,colorful floral patterns (flower fields),colorful backgrounds (flower fields),floral and colorful patterns (flower gardens)
958,contrasting colors and objects (urban scene),colorful items on pink background (summertime),colorful outdoor scenes (beach or garden)
959,urban landscapes (cityscapes) - cityscape with river,urban landscapes (cityscapes),
